# 西夏文
U+1892F 𘤯
U+18930 𘤰
U+18931 𘤱
U+18932 𘤲
U+18933 𘤳
U+18934 𘤴
U+18935 𘤵
U+18936 𘤶
U+18937 𘤷
U+18938 𘤸
U+18939 𘤹
U+1893A 𘤺
U+1893B 𘤻
U+1893C 𘤼
U+1893D 𘤽
U+1893E 𘤾
U+1893F 𘤿
U+18940 𘥀
U+18941 𘥁
U+18942 𘥂
U+18943 𘥃
U+18944 𘥄
U+18945 𘥅
U+18946 𘥆
U+18947 𘥇
U+18948 𘥈
U+18949 𘥉
U+1894A 𘥊
U+1894B 𘥋
U+1894C 𘥌
U+1894D 𘥍
U+1894E 𘥎
U+1894F 𘥏
U+18950 𘥐
U+18951 𘥑
U+18952 𘥒
U+18953 𘥓
U+18954 𘥔
U+18955 𘥕
U+18956 𘥖
U+18957 𘥗
U+18958 𘥘
U+18959 𘥙
U+1895A 𘥚
U+1895B 𘥛
U+1895C 𘥜
U+1895D 𘥝
U+1895E 𘥞
U+1895F 𘥟
U+18960 𘥠
U+18961 𘥡
U+18962 𘥢
U+18963 𘥣
U+18964 𘥤
U+18965 𘥥
U+18966 𘥦
U+18967 𘥧
U+18968 𘥨
U+18969 𘥩
U+1896A 𘥪
U+1896B 𘥫
U+1896C 𘥬
U+1896D 𘥭
U+1896E 𘥮
U+1896F 𘥯
U+18970 𘥰
U+18971 𘥱
U+18972 𘥲
U+18973 𘥳
U+18974 𘥴
U+18975 𘥵
U+18976 𘥶
U+18977 𘥷
U+18978 𘥸
U+18979 𘥹
U+1897A 𘥺
U+1897B 𘥻
U+1897C 𘥼
U+1897D 𘥽
U+1897E 𘥾
U+1897F 𘥿
U+18980 𘦀
U+18981 𘦁
U+18982 𘦂
U+18983 𘦃
U+18984 𘦄
U+18985 𘦅
U+18986 𘦆
U+18987 𘦇
U+18988 𘦈
U+18989 𘦉
U+1898A 𘦊
U+1898B 𘦋
U+1898C 𘦌
U+1898D 𘦍
U+1898E 𘦎
U+1898F 𘦏
U+18990 𘦐
U+18991 𘦑
U+18992 𘦒
U+18993 𘦓
U+18994 𘦔
U+18995 𘦕
U+18996 𘦖
U+18997 𘦗
U+18998 𘦘
U+18999 𘦙
U+1899A 𘦚
U+1899B 𘦛
U+1899C 𘦜
U+1899D 𘦝
U+1899E 𘦞
U+1899F 𘦟
U+189A0 𘦠
U+189A1 𘦡
U+189A2 𘦢
U+189A3 𘦣
U+189A4 𘦤
U+189A5 𘦥
U+189A6 𘦦
U+189A7 𘦧
U+189A8 𘦨
U+189A9 𘦩
U+189AA 𘦪
U+189AB 𘦫
U+189AC 𘦬
U+189AD 𘦭
U+189AE 𘦮
U+189AF 𘦯
U+189B0 𘦰
U+189B1 𘦱
U+189B2 𘦲
U+189B3 𘦳
U+189B4 𘦴
U+189B5 𘦵
U+189B6 𘦶
U+189B7 𘦷
U+189B8 𘦸
U+189B9 𘦹
U+189BA 𘦺
U+189BB 𘦻
U+189BC 𘦼
U+189BD 𘦽
U+189BE 𘦾
U+189BF 𘦿
U+189C0 𘧀
U+189C1 𘧁
U+189C2 𘧂
U+189C3 𘧃
U+189C4 𘧄
U+189C5 𘧅
U+189C6 𘧆
U+189C7 𘧇
U+189C8 𘧈
U+189C9 𘧉
U+189CA 𘧊
U+189CB 𘧋
U+189CC 𘧌
U+189CD 𘧍
U+189CE 𘧎
U+189CF 𘧏
U+189D0 𘧐
U+189D1 𘧑
U+189D2 𘧒
U+189D3 𘧓
U+189D4 𘧔
U+189D5 𘧕
U+189D6 𘧖
U+189D7 𘧗
U+189D8 𘧘
U+189D9 𘧙
U+189DA 𘧚
U+189DB 𘧛
U+189DC 𘧜
U+189DD 𘧝
U+189DE 𘧞
U+189DF 𘧟
U+189E0 𘧠
U+189E1 𘧡
U+189E2 𘧢
U+189E3 𘧣
U+189E4 𘧤
U+189E5 𘧥
U+189E6 𘧦
U+189E7 𘧧
U+189E8 𘧨
U+189E9 𘧩
U+189EA 𘧪
U+189EB 𘧫
U+189EC 𘧬
U+189ED 𘧭
U+189EE 𘧮
U+189EF 𘧯
U+189F0 𘧰
U+189F1 𘧱
U+189F2 𘧲
U+189F3 𘧳
U+189F4 𘧴
U+189F5 𘧵
U+189F6 𘧶
U+189F7 𘧷
U+189F8 𘧸
U+189F9 𘧹
U+189FA 𘧺
U+189FB 𘧻
U+189FC 𘧼
U+189FD 𘧽
U+189FE 𘧾
U+189FF 𘧿
U+18A00 𘨀
U+18A01 𘨁
U+18A02 𘨂
U+18A03 𘨃
U+18A04 𘨄
U+18A05 𘨅
U+18A06 𘨆
U+18A07 𘨇
U+18A08 𘨈
U+18A09 𘨉
U+18A0A 𘨊
U+18A0B 𘨋
U+18A0C 𘨌
U+18A0D 𘨍
U+18A0E 𘨎
U+18A0F 𘨏
U+18A10 𘨐
U+18A11 𘨑
U+18A12 𘨒
U+18A13 𘨓
U+18A14 𘨔
U+18A15 𘨕
U+18A16 𘨖
U+18A17 𘨗
U+18A18 𘨘
U+18A19 𘨙
U+18A1A 𘨚
U+18A1B 𘨛
U+18A1C 𘨜
U+18A1D 𘨝
U+18A1E 𘨞
U+18A1F 𘨟
U+18A20 𘨠
U+18A21 𘨡
U+18A22 𘨢
U+18A23 𘨣
U+18A24 𘨤
U+18A25 𘨥
U+18A26 𘨦
U+18A27 𘨧
U+18A28 𘨨
U+18A29 𘨩
U+18A2A 𘨪
U+18A2B 𘨫
U+18A2C 𘨬
U+18A2D 𘨭
U+18A2E 𘨮
U+18A2F 𘨯
U+18A30 𘨰
U+18A31 𘨱
U+18A32 𘨲
U+18A33 𘨳
U+18A34 𘨴
U+18A35 𘨵
U+18A36 𘨶
U+18A37 𘨷
U+18A38 𘨸
U+18A39 𘨹
U+18A3A 𘨺
U+18A3B 𘨻
U+18A3C 𘨼
U+18A3D 𘨽
U+18A3E 𘨾
U+18A3F 𘨿
U+18A40 𘩀
U+18A41 𘩁
U+18A42 𘩂
U+18A43 𘩃
U+18A44 𘩄
U+18A45 𘩅
U+18A46 𘩆
U+18A47 𘩇
U+18A48 𘩈
U+18A49 𘩉
U+18A4A 𘩊
U+18A4B 𘩋
U+18A4C 𘩌
U+18A4D 𘩍
U+18A4E 𘩎
U+18A4F 𘩏
U+18A50 𘩐
U+18A51 𘩑
U+18A52 𘩒
U+18A53 𘩓
U+18A54 𘩔
U+18A55 𘩕
U+18A56 𘩖
U+18A57 𘩗
U+18A58 𘩘
U+18A59 𘩙
U+18A5A 𘩚
U+18A5B 𘩛
U+18A5C 𘩜
U+18A5D 𘩝
U+18A5E 𘩞
U+18A5F 𘩟
U+18A60 𘩠
U+18A61 𘩡
U+18A62 𘩢
U+18A63 𘩣
U+18A64 𘩤
U+18A65 𘩥
U+18A66 𘩦
U+18A67 𘩧
U+18A68 𘩨
U+18A69 𘩩
U+18A6A 𘩪
U+18A6B 𘩫
U+18A6C 𘩬
U+18A6D 𘩭
U+18A6E 𘩮
U+18A6F 𘩯
U+18A70 𘩰
U+18A71 𘩱
U+18A72 𘩲
U+18A73 𘩳
U+18A74 𘩴
U+18A75 𘩵
U+18A76 𘩶
U+18A77 𘩷
U+18A78 𘩸
U+18A79 𘩹
U+18A7A 𘩺
U+18A7B 𘩻
U+18A7C 𘩼
U+18A7D 𘩽
U+18A7E 𘩾
U+18A7F 𘩿
U+18A80 𘪀
U+18A81 𘪁
U+18A82 𘪂
U+18A83 𘪃
U+18A84 𘪄
U+18A85 𘪅
U+18A86 𘪆
U+18A87 𘪇
U+18A88 𘪈
U+18A89 𘪉
U+18A8A 𘪊
U+18A8B 𘪋
U+18A8C 𘪌
U+18A8D 𘪍
U+18A8E 𘪎
U+18A8F 𘪏
U+18A90 𘪐
U+18A91 𘪑
U+18A92 𘪒
U+18A93 𘪓
U+18A94 𘪔
U+18A95 𘪕
U+18A96 𘪖
U+18A97 𘪗
U+18A98 𘪘
U+18A99 𘪙
U+18A9A 𘪚
U+18A9B 𘪛
U+18A9C 𘪜
U+18A9D 𘪝
U+18A9E 𘪞
U+18A9F 𘪟
U+18AA0 𘪠
U+18AA1 𘪡
U+18AA2 𘪢
U+18AA3 𘪣
U+18AA4 𘪤
U+18AA5 𘪥
U+18AA6 𘪦
U+18AA7 𘪧
U+18AA8 𘪨
U+18AA9 𘪩
U+18AAA 𘪪
U+18AAB 𘪫
U+18AAC 𘪬
U+18AAD 𘪭
U+18AAE 𘪮
U+18AAF 𘪯
U+18AB0 𘪰
U+18AB1 𘪱
U+18AB2 𘪲
U+18AB3 𘪳
U+18AB4 𘪴
U+18AB5 𘪵
U+18AB6 𘪶
U+18AB7 𘪷
U+18AB8 𘪸
U+18AB9 𘪹
U+18ABA 𘪺
U+18ABB 𘪻
U+18ABC 𘪼
U+18ABD 𘪽
U+18ABE 𘪾
U+18ABF 𘪿
U+18AC0 𘫀
U+18AC1 𘫁
U+18AC2 𘫂
U+18AC3 𘫃
U+18AC4 𘫄
U+18AC5 𘫅
U+18AC6 𘫆
U+18AC7 𘫇
U+18AC8 𘫈
U+18AC9 𘫉
U+18ACA 𘫊
U+18ACB 𘫋
U+18ACC 𘫌
U+18ACD 𘫍
U+18ACE 𘫎
U+18ACF 𘫏
U+18AD0 𘫐
U+18AD1 𘫑
U+18AD2 𘫒
U+18AD3 𘫓
U+18AD4 𘫔
U+18AD5 𘫕
U+18AD6 𘫖
U+18AD7 𘫗
U+18AD8 𘫘
U+18AD9 𘫙
U+18ADA 𘫚
U+18ADB 𘫛
U+18ADC 𘫜
U+18ADD 𘫝
U+18ADE 𘫞
U+18ADF 𘫟
U+18AE0 𘫠
U+18AE1 𘫡
U+18AE2 𘫢
U+18AE3 𘫣
U+18AE4 𘫤
U+18AE5 𘫥
U+18AE6 𘫦
U+18AE7 𘫧
U+18AE8 𘫨
U+18AE9 𘫩
U+18AEA 𘫪
U+18AEB 𘫫
U+18AEC 𘫬
U+18AED 𘫭
U+18AEE 𘫮
U+18AEF 𘫯
U+18AF0 𘫰
U+18AF1 𘫱
U+18AF2 𘫲
U+18AF3 𘫳
U+18AF4 𘫴
U+18AF5 𘫵
U+18AF6 𘫶
U+18AF7 𘫷
U+18AF8 𘫸
U+18AF9 𘫹
U+18AFA 𘫺
U+18AFB 𘫻
U+18AFC 𘫼
U+18AFD 𘫽
U+18AFE 𘫾
U+18AFF 𘫿

# 契丹小字
U+18B00 𘬀
U+18B01 𘬁
U+18B02 𘬂
U+18B03 𘬃
U+18B04 𘬄
U+18B05 𘬅
U+18B06 𘬆
U+18B07 𘬇
U+18B08 𘬈
U+18B09 𘬉
U+18B0A 𘬊
U+18B0B 𘬋
U+18B0C 𘬌
U+18B0D 𘬍
U+18B0E 𘬎
U+18B0F 𘬏
U+18B10 𘬐
U+18B11 𘬑
U+18B12 𘬒
U+18B13 𘬓
U+18B14 𘬔
U+18B15 𘬕
U+18B16 𘬖
U+18B17 𘬗
U+18B18 𘬘
U+18B19 𘬙
U+18B1A 𘬚
U+18B1B 𘬛
U+18B1C 𘬜
U+18B1D 𘬝
U+18B1E 𘬞
U+18B1F 𘬟
U+18B20 𘬠
U+18B21 𘬡
U+18B22 𘬢
U+18B23 𘬣
U+18B24 𘬤
U+18B25 𘬥
U+18B26 𘬦
U+18B27 𘬧
U+18B28 𘬨
U+18B29 𘬩
U+18B2A 𘬪
U+18B2B 𘬫
U+18B2C 𘬬
U+18B2D 𘬭
U+18B2E 𘬮
U+18B2F 𘬯
U+18B30 𘬰
U+18B31 𘬱
U+18B32 𘬲
U+18B33 𘬳
U+18B34 𘬴
U+18B35 𘬵
U+18B36 𘬶
U+18B37 𘬷
U+18B38 𘬸
U+18B39 𘬹
U+18B3A 𘬺
U+18B3B 𘬻
U+18B3C 𘬼
U+18B3D 𘬽
U+18B3E 𘬾
U+18B3F 𘬿
U+18B40 𘭀
U+18B41 𘭁
U+18B42 𘭂
U+18B43 𘭃
U+18B44 𘭄
U+18B45 𘭅
U+18B46 𘭆
U+18B47 𘭇
U+18B48 𘭈
U+18B49 𘭉
U+18B4A 𘭊
U+18B4B 𘭋
U+18B4C 𘭌
U+18B4D 𘭍
U+18B4E 𘭎
U+18B4F 𘭏
U+18B50 𘭐
U+18B51 𘭑
U+18B52 𘭒
U+18B53 𘭓
U+18B54 𘭔
U+18B55 𘭕
U+18B56 𘭖
U+18B57 𘭗
U+18B58 𘭘
U+18B59 𘭙
U+18B5A 𘭚
U+18B5B 𘭛
U+18B5C 𘭜
U+18B5D 𘭝
U+18B5E 𘭞
U+18B5F 𘭟
U+18B60 𘭠
U+18B61 𘭡
U+18B62 𘭢
U+18B63 𘭣
U+18B64 𘭤
U+18B65 𘭥
U+18B66 𘭦
U+18B67 𘭧
U+18B68 𘭨
U+18B69 𘭩
U+18B6A 𘭪
U+18B6B 𘭫
U+18B6C 𘭬
U+18B6D 𘭭
U+18B6E 𘭮
U+18B6F 𘭯
U+18B70 𘭰
U+18B71 𘭱
U+18B72 𘭲
U+18B73 𘭳
U+18B74 𘭴
U+18B75 𘭵
U+18B76 𘭶
U+18B77 𘭷
U+18B78 𘭸
U+18B79 𘭹
U+18B7A 𘭺
U+18B7B 𘭻
U+18B7C 𘭼
U+18B7D 𘭽
U+18B7E 𘭾
U+18B7F 𘭿
U+18B80 𘮀
U+18B81 𘮁
U+18B82 𘮂
U+18B83 𘮃
U+18B84 𘮄
U+18B85 𘮅
U+18B86 𘮆
U+18B87 𘮇
U+18B88 𘮈
U+18B89 𘮉
U+18B8A 𘮊
U+18B8B 𘮋
U+18B8C 𘮌
U+18B8D 𘮍
U+18B8E 𘮎
U+18B8F 𘮏
U+18B90 𘮐
U+18B91 𘮑
U+18B92 𘮒
U+18B93 𘮓
U+18B94 𘮔
U+18B95 𘮕
U+18B96 𘮖
U+18B97 𘮗
U+18B98 𘮘
U+18B99 𘮙
U+18B9A 𘮚
U+18B9B 𘮛
U+18B9C 𘮜
U+18B9D 𘮝
U+18B9E 𘮞
U+18B9F 𘮟
U+18BA0 𘮠
U+18BA1 𘮡
U+18BA2 𘮢
U+18BA3 𘮣
U+18BA4 𘮤
U+18BA5 𘮥
U+18BA6 𘮦
U+18BA7 𘮧
U+18BA8 𘮨
U+18BA9 𘮩
U+18BAA 𘮪
U+18BAB 𘮫
U+18BAC 𘮬
U+18BAD 𘮭
U+18BAE 𘮮
U+18BAF 𘮯
U+18BB0 𘮰
U+18BB1 𘮱
U+18BB2 𘮲
U+18BB3 𘮳
U+18BB4 𘮴
U+18BB5 𘮵
U+18BB6 𘮶
U+18BB7 𘮷
U+18BB8 𘮸
U+18BB9 𘮹
U+18BBA 𘮺
U+18BBB 𘮻
U+18BBC 𘮼
U+18BBD 𘮽
U+18BBE 𘮾
U+18BBF 𘮿
U+18BC0 𘯀
U+18BC1 𘯁
U+18BC2 𘯂
U+18BC3 𘯃
U+18BC4 𘯄
U+18BC5 𘯅
U+18BC6 𘯆
U+18BC7 𘯇
U+18BC8 𘯈
U+18BC9 𘯉
U+18BCA 𘯊
U+18BCB 𘯋
U+18BCC 𘯌
U+18BCD 𘯍
U+18BCE 𘯎
U+18BCF 𘯏
U+18BD0 𘯐
U+18BD1 𘯑
U+18BD2 𘯒
U+18BD3 𘯓
U+18BD4 𘯔
U+18BD5 𘯕
U+18BD6 𘯖
U+18BD7 𘯗
U+18BD8 𘯘
U+18BD9 𘯙
U+18BDA 𘯚
U+18BDB 𘯛
U+18BDC 𘯜
U+18BDD 𘯝
U+18BDE 𘯞
U+18BDF 𘯟
U+18BE0 𘯠
U+18BE1 𘯡
U+18BE2 𘯢
U+18BE3 𘯣
U+18BE4 𘯤
U+18BE5 𘯥
U+18BE6 𘯦
U+18BE7 𘯧
U+18BE8 𘯨
U+18BE9 𘯩
U+18BEA 𘯪
U+18BEB 𘯫
U+18BEC 𘯬
U+18BED 𘯭
U+18BEE 𘯮
U+18BEF 𘯯
U+18BF0 𘯰
U+18BF1 𘯱
U+18BF2 𘯲
U+18BF3 𘯳
U+18BF4 𘯴
U+18BF5 𘯵
U+18BF6 𘯶
U+18BF7 𘯷
U+18BF8 𘯸
U+18BF9 𘯹
U+18BFA 𘯺
U+18BFB 𘯻
U+18BFC 𘯼
U+18BFD 𘯽
U+18BFE 𘯾
U+18BFF 𘯿
U+18C00 𘰀
U+18C01 𘰁
U+18C02 𘰂
U+18C03 𘰃
U+18C04 𘰄
U+18C05 𘰅
U+18C06 𘰆
U+18C07 𘰇
U+18C08 𘰈
U+18C09 𘰉
U+18C0A 𘰊
U+18C0B 𘰋
U+18C0C 𘰌
U+18C0D 𘰍
U+18C0E 𘰎
U+18C0F 𘰏
U+18C10 𘰐
U+18C11 𘰑
U+18C12 𘰒
U+18C13 𘰓
U+18C14 𘰔
U+18C15 𘰕
U+18C16 𘰖
U+18C17 𘰗
U+18C18 𘰘
U+18C19 𘰙
U+18C1A 𘰚
U+18C1B 𘰛
U+18C1C 𘰜
U+18C1D 𘰝
U+18C1E 𘰞
U+18C1F 𘰟
U+18C20 𘰠
U+18C21 𘰡
U+18C22 𘰢
U+18C23 𘰣
U+18C24 𘰤
U+18C25 𘰥
U+18C26 𘰦
U+18C27 𘰧
U+18C28 𘰨
U+18C29 𘰩
U+18C2A 𘰪
U+18C2B 𘰫
U+18C2C 𘰬
U+18C2D 𘰭
U+18C2E 𘰮
U+18C2F 𘰯
U+18C30 𘰰
U+18C31 𘰱
U+18C32 𘰲
U+18C33 𘰳
U+18C34 𘰴
U+18C35 𘰵
U+18C36 𘰶
U+18C37 𘰷
U+18C38 𘰸
U+18C39 𘰹
U+18C3A 𘰺
U+18C3B 𘰻
U+18C3C 𘰼
U+18C3D 𘰽
U+18C3E 𘰾
U+18C3F 𘰿
U+18C40 𘱀
U+18C41 𘱁
U+18C42 𘱂
U+18C43 𘱃
U+18C44 𘱄
U+18C45 𘱅
U+18C46 𘱆
U+18C47 𘱇
U+18C48 𘱈
U+18C49 𘱉
U+18C4A 𘱊
U+18C4B 𘱋
U+18C4C 𘱌
U+18C4D 𘱍
U+18C4E 𘱎
U+18C4F 𘱏
U+18C50 𘱐
U+18C51 𘱑
U+18C52 𘱒
U+18C53 𘱓
U+18C54 𘱔
U+18C55 𘱕
U+18C56 𘱖
U+18C57 𘱗
U+18C58 𘱘
U+18C59 𘱙
U+18C5A 𘱚
U+18C5B 𘱛
U+18C5C 𘱜
U+18C5D 𘱝
U+18C5E 𘱞
U+18C5F 𘱟
U+18C60 𘱠
U+18C61 𘱡
U+18C62 𘱢
U+18C63 𘱣
U+18C64 𘱤
U+18C65 𘱥
U+18C66 𘱦
U+18C67 𘱧
U+18C68 𘱨
U+18C69 𘱩
U+18C6A 𘱪
U+18C6B 𘱫
U+18C6C 𘱬
U+18C6D 𘱭
U+18C6E 𘱮
U+18C6F 𘱯
U+18C70 𘱰
U+18C71 𘱱
U+18C72 𘱲
U+18C73 𘱳
U+18C74 𘱴
U+18C75 𘱵
U+18C76 𘱶
U+18C77 𘱷
U+18C78 𘱸
U+18C79 𘱹
U+18C7A 𘱺
U+18C7B 𘱻
U+18C7C 𘱼
U+18C7D 𘱽
U+18C7E 𘱾
U+18C7F 𘱿
U+18C80 𘲀
U+18C81 𘲁
U+18C82 𘲂
U+18C83 𘲃
U+18C84 𘲄
U+18C85 𘲅
U+18C86 𘲆
U+18C87 𘲇
U+18C88 𘲈
U+18C89 𘲉
U+18C8A 𘲊
U+18C8B 𘲋
U+18C8C 𘲌
U+18C8D 𘲍
U+18C8E 𘲎
U+18C8F 𘲏
U+18C90 𘲐
U+18C91 𘲑
U+18C92 𘲒
U+18C93 𘲓
U+18C94 𘲔
U+18C95 𘲕
U+18C96 𘲖
U+18C97 𘲗
U+18C98 𘲘
U+18C99 𘲙
U+18C9A 𘲚
U+18C9B 𘲛
U+18C9C 𘲜
U+18C9D 𘲝
U+18C9E 𘲞
U+18C9F 𘲟
U+18CA0 𘲠
U+18CA1 𘲡
U+18CA2 𘲢
U+18CA3 𘲣
U+18CA4 𘲤
U+18CA5 𘲥
U+18CA6 𘲦
U+18CA7 𘲧
U+18CA8 𘲨
U+18CA9 𘲩
U+18CAA 𘲪
U+18CAB 𘲫
U+18CAC 𘲬
U+18CAD 𘲭
U+18CAE 𘲮
U+18CAF 𘲯
U+18CB0 𘲰
U+18CB1 𘲱
U+18CB2 𘲲
U+18CB3 𘲳
U+18CB4 𘲴
U+18CB5 𘲵
U+18CB6 𘲶
U+18CB7 𘲷
U+18CB8 𘲸
U+18CB9 𘲹
U+18CBA 𘲺
U+18CBB 𘲻
U+18CBC 𘲼
U+18CBD 𘲽
U+18CBE 𘲾
U+18CBF 𘲿
U+18CC0 𘳀
U+18CC1 𘳁
U+18CC2 𘳂
U+18CC3 𘳃
U+18CC4 𘳄
U+18CC5 𘳅
U+18CC6 𘳆
U+18CC7 𘳇
U+18CC8 𘳈
U+18CC9 𘳉
U+18CCA 𘳊
U+18CCB 𘳋
U+18CCC 𘳌
U+18CCD 𘳍
U+18CCE 𘳎
U+18CCF 𘳏
U+18CD0 𘳐
U+18CD1 𘳑
U+18CD2 𘳒
U+18CD3 𘳓
U+18CD4 𘳔
U+18CD5 𘳕
U+18CD6 𘳖
U+18CD7 𘳗
U+18CD8 𘳘
U+18CD9 𘳙
U+18CDA 𘳚

# 西夏文补遗
U+18D00 𘴀
U+18D01 𘴁
U+18D02 𘴂
U+18D03 𘴃
U+18D04 𘴄
U+18D05 𘴅
U+18D06 𘴆
U+18D07 𘴇
U+18D08 𘴈
U+18D09 𘴉
U+18D0A 𘴊
U+18D0B 𘴋
U+18D0C 𘴌
U+18D0D 𘴍
U+18D0E 𘴎
U+18D0F 𘴏
U+18D10 𘴐
U+18D11 𘴑
U+18D12 𘴒
U+18D13 𘴓
U+18D14 𘴔
U+18D15 𘴕
U+18D16 𘴖
U+18D17 𘴗
U+18D18 𘴘
U+18D19 𘴙
U+18D1A 𘴚
U+18D1B 𘴛
U+18D1C 𘴜
U+18D1D 𘴝
U+18D1E 𘴞

# 西夏文部件补遗
U+18D80 𘶀
U+18D81 𘶁
U+18D82 𘶂
U+18D83 𘶃
U+18D84 𘶄
U+18D85 𘶅
U+18D86 𘶆
U+18D87 𘶇
U+18D88 𘶈
U+18D89 𘶉
U+18D8A 𘶊
U+18D8B 𘶋
U+18D8C 𘶌
U+18D8D 𘶍
U+18D8E 𘶎
U+18D8F 𘶏
U+18D90 𘶐
U+18D91 𘶑
U+18D92 𘶒
U+18D93 𘶓
U+18D94 𘶔
U+18D95 𘶕
U+18D96 𘶖
U+18D97 𘶗
U+18D98 𘶘
U+18D99 𘶙
U+18D9A 𘶚
U+18D9B 𘶛
U+18D9C 𘶜
U+18D9D 𘶝
U+18D9E 𘶞
U+18D9F 𘶟
U+18DA0 𘶠
U+18DA1 𘶡
U+18DA2 𘶢
U+18DA3 𘶣
U+18DA4 𘶤
U+18DA5 𘶥
U+18DA6 𘶦
U+18DA7 𘶧
U+18DA8 𘶨
U+18DA9 𘶩
U+18DAA 𘶪
U+18DAB 𘶫
U+18DAC 𘶬
U+18DAD 𘶭
U+18DAE 𘶮
U+18DAF 𘶯
U+18DB0 𘶰
U+18DB1 𘶱
U+18DB2 𘶲
U+18DB3 𘶳
U+18DB4 𘶴
U+18DB5 𘶵
U+18DB6 𘶶
U+18DB7 𘶷
U+18DB8 𘶸
U+18DB9 𘶹
U+18DBA 𘶺
U+18DBB 𘶻
U+18DBC 𘶼
U+18DBD 𘶽
U+18DBE 𘶾
U+18DBF 𘶿
U+18DC0 𘷀
U+18DC1 𘷁
U+18DC2 𘷂
U+18DC3 𘷃
U+18DC4 𘷄
U+18DC5 𘷅
U+18DC6 𘷆
U+18DC7 𘷇
U+18DC8 𘷈
U+18DC9 𘷉
U+18DCA 𘷊
U+18DCB 𘷋
U+18DCC 𘷌
U+18DCD 𘷍
U+18DCE 𘷎
U+18DCF 𘷏
U+18DD0 𘷐
U+18DD1 𘷑
U+18DD2 𘷒
U+18DD3 𘷓
U+18DD4 𘷔
U+18DD5 𘷕
U+18DD6 𘷖
U+18DD7 𘷗
U+18DD8 𘷘
U+18DD9 𘷙
U+18DDA 𘷚
U+18DDB 𘷛
U+18DDC 𘷜
U+18DDD 𘷝
U+18DDE 𘷞
U+18DDF 𘷟
U+18DE0 𘷠
U+18DE1 𘷡
U+18DE2 𘷢
U+18DE3 𘷣
U+18DE4 𘷤
U+18DE5 𘷥
U+18DE6 𘷦
U+18DE7 𘷧
U+18DE8 𘷨
U+18DE9 𘷩
U+18DEA 𘷪
U+18DEB 𘷫
U+18DEC 𘷬
U+18DED 𘷭
U+18DEE 𘷮
U+18DEF 𘷯
U+18DF0 𘷰
U+18DF1 𘷱
U+18DF2 𘷲
U+18D1F 𘴟
U+18D20 𘴠
